WORD,A,ADV,C,D,N,P,PRO,V,TOTAL
custody,0,0,0,0,2,0,0,0,2
counselor,0,0,0,0,4,0,0,0,4
ironing,0,0,0,0,0,0,0,5,5
pta,0,0,0,0,3,0,0,0,3
thursday-night,1,0,0,0,0,0,0,0,1
dollars-and-cents,0,0,0,0,1,0,0,0,1
overtures,0,0,0,0,3,0,0,0,3
sacrificed,0,0,0,0,0,0,0,2,2
well-educated,4,0,0,0,0,0,0,0,4
demandingly,0,1,0,0,0,0,0,0,1
hemmed,0,0,0,0,0,0,0,3,3
submitting,0,0,0,0,1,0,0,5,6
career-bound,1,0,0,0,0,0,0,0,1
topsy-turvy,1,0,0,0,0,0,0,0,1
monopolize,0,0,0,0,0,0,0,4,4
schillinger,0,0,0,0,4,0,0,0,4
hover,0,0,0,0,0,0,0,4,4
anxiously,0,9,0,0,0,0,0,0,9
domineering,0,0,0,0,0,0,0,2,2
henpecked,0,0,0,0,0,0,0,1,1
shrewish,2,0,0,0,0,0,0,0,2
milquetoasts,0,0,0,0,1,0,0,0,1
threshhold,0,0,0,0,1,0,0,0,1
homosexual,2,0,0,0,0,0,0,0,2
theodor,0,0,0,0,1,0,0,0,1
reik,0,0,0,0,1,0,0,0,1
aggressor,0,0,0,0,2,0,0,0,2
bacon,0,0,0,0,10,0,0,0,10
roost,0,0,0,0,1,0,0,0,1
bull-roaring,1,0,0,0,0,0,0,0,1
hilliard,0,0,0,0,1,0,0,0,1
gynecologist,0,0,0,0,1,0,0,0,1
'90s,0,0,0,0,1,0,0,0,1
shamefacedly,0,1,0,0,0,0,0,0,1
marketplace,0,0,0,0,3,0,0,0,3
flapper,0,0,0,0,1,0,0,0,1
postwar,11,0,0,0,0,0,0,0,11
child-rearing,0,0,0,0,1,0,0,0,1
money-handling,0,0,0,0,1,0,0,0,1
tradesmen,0,0,0,0,1,0,0,0,1
20-year-old,2,0,0,0,0,0,0,0,2
arousal,0,0,0,0,3,0,0,0,3
knuckle,0,0,0,0,2,0,0,1,3
flurried,0,0,0,0,0,0,0,1,1
extramarital,1,0,0,0,0,0,0,0,1
passivity,0,0,0,0,1,0,0,0,1
bed-hopped,0,0,0,0,0,0,0,1,1
butting,0,0,0,0,0,0,0,1,1
assertive,2,0,0,0,0,0,0,0,2
courted,0,0,0,0,0,0,0,1,1
coaxed,0,0,0,0,0,0,0,3,3
couple's,0,0,0,0,1,0,0,0,1
diana,0,0,0,0,7,0,0,0,7
harrington,0,0,0,0,7,0,0,0,7
d.a.,0,0,0,0,3,0,0,0,3
prostitute,0,0,0,0,5,0,0,1,6
diane,0,0,0,0,14,0,0,0,14
d.o.a.,1,0,0,0,0,0,0,0,1
trollop,0,0,0,0,1,0,0,0,1
hid,0,0,0,0,0,0,0,6,6
ash-blonde,1,0,0,0,0,0,0,0,1
jelke,0,0,0,0,7,0,0,0,7
oleomargarine,0,0,0,0,1,0,0,0,1
minot,0,0,0,0,1,0,0,0,1
play-girl,0,0,0,0,1,0,0,0,1
masterminding,0,0,0,0,0,0,0,1,1
searched,0,0,0,0,0,0,0,9,9
swank,1,0,0,0,0,0,0,0,1
clad,0,0,0,0,0,0,0,7,7
liebler,0,0,0,0,1,0,0,0,1
arraigning,0,0,0,0,0,0,0,1,1
tycoon,0,0,0,0,1,0,0,0,1
deauville,0,0,0,0,2,0,0,0,2
pulley,0,0,0,0,11,0,0,0,11
bey,0,0,0,0,6,0,0,0,6
procurer,0,0,0,0,3,0,0,0,3
farouk,0,0,0,0,5,0,0,0,5
sobbingly,0,1,0,0,0,0,0,0,1
underestimated,0,0,0,0,0,0,0,2,2
teenager,0,0,0,0,2,0,0,0,2
chaperone,0,0,0,0,1,0,0,0,1
brew,0,0,0,0,4,0,0,0,4
wide-eyed,1,0,0,0,0,0,0,0,1
ex-fighter,0,0,0,0,1,0,0,0,1
warfield,0,0,0,0,1,0,0,0,1
phony,11,0,0,0,1,0,0,0,12
audition,0,0,0,0,2,0,0,1,3
gushed,0,0,0,0,0,0,0,5,5
somebody's,0,0,0,0,0,0,6,0,6
scream,0,0,0,0,6,0,0,7,13
financier,0,0,0,0,2,0,0,0,2
blonde's,0,0,0,0,3,0,0,0,3
yearnings,0,0,0,0,2,0,0,0,2
gamblers,0,0,0,0,5,0,0,0,5
x,0,0,0,0,15,0,0,0,15
croupier,0,0,0,0,1,0,0,0,1
smarter,2,0,0,0,0,0,0,0,2
paris',0,0,0,0,1,0,0,0,1
beautifully-built,1,0,0,0,0,0,0,0,1
high-tailed,0,0,0,0,0,0,0,1,1
teamed,0,0,0,0,0,0,0,2,2
fiddling,0,0,0,0,1,0,0,0,1
nero,0,0,0,0,3,0,0,0,3
envious,1,0,0,0,0,0,0,0,1
revels,0,0,0,0,1,0,0,0,1
swanky,1,0,0,0,0,0,0,0,1
halls,0,0,0,0,4,0,0,0,4
screaming,0,0,0,0,1,0,0,16,17
discreet,3,0,0,0,0,0,0,0,3
suite's,0,0,0,0,1,0,0,0,1
diane's,0,0,0,0,4,0,0,0,4
screamed,0,0,0,0,0,0,0,17,17
luxurious,6,0,0,0,0,0,0,0,6
beguiling,3,0,0,0,0,0,0,0,3
auditioning,0,0,0,0,0,0,0,1,1
servitors,0,0,0,0,1,0,0,0,1
semiramis,0,0,0,0,1,0,0,0,1
impatient,10,0,0,0,0,0,0,0,10
pimp,0,0,0,0,3,0,0,0,3
middle-eastern,1,0,0,0,0,0,0,0,1
egyptians,0,0,0,0,3,0,0,0,3
buzzed,0,0,0,0,0,0,0,2,2
tewfik,0,0,0,0,1,0,0,0,1
badrawi,0,0,0,0,1,0,0,0,1
mohammed,0,0,0,0,1,0,0,0,1
gaafer,0,0,0,0,1,0,0,0,1
overthrown,0,0,0,0,0,0,0,3,3
cagey,2,0,0,0,0,0,0,0,2
unromantic,1,0,0,0,0,0,0,0,1
attorney's,0,0,0,0,3,0,0,0,3
comely,1,0,0,0,0,0,0,0,1
courtesan,0,0,0,0,2,0,0,0,2
overcrowded,0,0,0,0,0,0,0,3,3
vesuvio's,0,0,0,0,1,0,0,0,1
co-operating,0,0,0,0,0,0,0,1,1
bolivia,0,0,0,0,1,0,0,0,1
littered,0,0,0,0,0,0,0,4,4
autopsy,0,0,0,0,2,0,0,1,3
morphine,0,0,0,0,1,0,0,0,1
dope,0,0,0,0,2,0,0,0,2
bragged,0,0,0,0,0,0,0,2,2
"$5-8,000",0,0,0,0,1,0,0,0,1
bracket,0,0,0,0,1,0,0,0,1
snazzy,1,0,0,0,0,0,0,0,1
neon-lit,2,0,0,0,0,0,0,0,2
chromium-plated,1,0,0,0,0,0,0,0,1
knowingly,0,4,0,0,0,0,0,0,4
claire,0,0,0,0,16,0,0,0,16
shaefer,0,0,0,0,7,0,0,0,7
bakersfield,0,0,0,0,1,0,0,0,1
squeezing,0,0,0,0,0,0,0,4,4
kidney,0,0,0,0,6,0,0,0,6
disorder,0,0,0,0,7,0,0,0,7
ozone,0,0,0,0,3,0,0,0,3
applicator,0,0,0,0,1,0,0,0,1
diseased,1,0,0,0,0,0,0,0,1
shaefer's,0,0,0,0,1,0,0,0,1
pseudo-scientific,1,0,0,0,0,0,0,0,1
mumbo-jumbo,0,0,0,0,1,0,0,0,1
cancer-ridden,1,0,0,0,0,0,0,0,1
shrieked,0,0,0,0,0,0,0,4,4
97,4,0,0,0,0,0,0,0,4
ailment,0,0,0,0,4,0,0,0,4
sage,0,0,0,0,2,0,0,0,2
tumors,0,0,0,0,8,0,0,0,8
cysts,0,0,0,0,3,0,0,0,3
lee's,0,0,0,0,3,0,0,0,3
quack,0,0,0,0,9,0,0,0,9
friend's,0,0,0,0,2,0,0,0,2
convicting,0,0,0,0,0,0,0,1,1
misbranded,0,0,0,0,0,0,0,1,1
days',0,0,0,0,2,0,0,0,2
quackery,0,0,0,0,6,0,0,0,6
quacks,0,0,0,0,9,0,0,0,9
fatten,0,0,0,0,0,0,0,1,1
miseries,0,0,0,0,2,0,0,0,2
luring,0,0,0,0,0,0,0,1,1
rube,0,0,0,0,1,0,0,0,1
flashing,0,0,0,0,0,0,0,6,6
ticks,0,0,0,0,2,0,0,0,2
buzzes,0,0,0,0,2,0,0,0,2
capitalizing,0,0,0,0,0,0,0,2,2
translating,0,0,0,0,0,0,0,2,2
vocabulary,0,0,0,0,13,0,0,0,13
huckster,0,0,0,0,1,0,0,1,2
fake,8,0,0,0,1,0,0,1,10
impotence,0,0,0,0,2,0,0,0,2
faker,0,0,0,0,1,0,0,0,1
anaprapath,0,0,0,0,1,0,0,0,1
physiotherapist,0,0,0,0,1,0,0,0,1
electrotherapist,0,0,0,0,1,0,0,0,1
naturopath,0,0,0,0,1,0,0,0,1
sanipractor,0,0,0,0,2,0,0,0,2
cultist,0,0,0,0,2,0,0,0,2
masseur,0,0,0,0,3,0,0,0,3
letterhead,0,0,0,0,1,0,0,0,1
gallus-snapping,1,0,0,0,0,0,0,0,1
hawker,0,0,0,0,1,0,0,0,1
fda,0,0,0,0,2,0,0,0,2
ghadiali,0,0,0,0,1,0,0,0,1
abrams,0,0,0,0,1,0,0,0,1
reich,0,0,0,0,6,0,0,0,6
distributing,0,0,0,0,0,0,0,4,4
2000,5,0,0,0,0,0,0,0,5
$1020,0,0,0,0,1,0,0,0,1
$4200,0,0,0,0,1,0,0,0,1
chiropractor,0,0,0,0,1,0,0,0,1
radioclast,0,0,0,0,1,0,0,0,1
diagnometer,0,0,0,0,1,0,0,0,1
conned,0,0,0,0,0,0,0,1,1
ama,0,0,0,0,1,0,0,0,1
bbb,0,0,0,0,3,0,0,0,3
$610,0,0,0,0,1,0,0,0,1
charlatans,0,0,0,0,1,0,0,0,1
acs,0,0,0,0,1,0,0,0,1
arthritis,0,0,0,0,3,0,0,0,3
rheumatism,0,0,0,0,3,0,0,0,3
loot,0,0,0,0,3,0,0,0,3
preying,0,0,0,0,0,0,0,1,1
callously,0,1,0,0,0,0,0,0,1
ghouls,0,0,0,0,2,0,0,0,2
townsman,0,0,0,0,1,0,0,0,1
bilked,0,0,0,0,0,0,0,2,2
practitioner,0,0,0,0,2,0,0,0,2
incurable,2,0,0,0,0,0,0,0,2
hard-earned,1,0,0,0,0,0,0,0,1
chiropractor's,0,0,0,0,1,0,0,0,1
hepker,0,0,0,0,1,0,0,0,1
arsenic,0,0,0,0,1,0,0,0,1
strychnine,0,0,0,0,4,0,0,0,4
fraud's,0,0,0,0,2,0,0,0,2
diabetic,2,0,0,0,0,0,0,0,2
relies,0,0,0,0,0,0,0,4,4
insulin,0,0,0,0,3,0,0,0,3
spike,0,0,0,0,1,0,0,1,2
barium,0,0,0,0,1,0,0,0,1
chloride,0,0,0,0,5,0,0,0,5
vrilium,0,0,0,0,1,0,0,0,1
$306,0,0,0,0,1,0,0,0,1
drugless,1,0,0,0,0,0,0,0,1
healer,0,0,0,0,2,0,0,0,2
spokane,0,0,0,0,2,0,0,0,2
diagnosed,0,0,0,0,0,0,0,2,2
radionic,1,0,0,0,0,0,0,0,1
twirling,0,0,0,0,0,0,0,5,5
knobs,0,0,0,0,1,0,0,0,1
prescription,0,0,0,0,5,0,0,0,5
compresses,0,0,0,0,2,0,0,1,3
10-day,1,0,0,0,0,0,0,0,1
t.b.,0,0,0,0,1,0,0,0,1
"$35,823",0,0,0,0,1,0,0,0,1
ghoul,0,0,0,0,1,0,0,0,1
reconditioning,0,0,0,0,0,0,0,1,1
$185,0,0,0,0,1,0,0,0,1
stephens,0,0,0,0,5,0,0,0,5
prosecuted,0,0,0,0,0,0,0,5,5
cures,0,0,0,0,3,0,0,0,3
oldsters,0,0,0,0,2,0,0,0,2
jannsen,0,0,0,0,1,0,0,0,1
fda's,0,0,0,0,1,0,0,0,1
sufferers,0,0,0,0,1,0,0,0,1
scrape,0,0,0,0,1,0,0,2,3
avarice,0,0,0,0,2,0,0,0,2
ten-year-old,1,0,0,0,0,0,0,0,1
quarrelsome,2,0,0,0,0,0,0,0,2
dick's,0,0,0,0,2,0,0,0,2
classmate,0,0,0,0,3,0,0,0,3
boys',0,0,0,0,3,0,0,0,3
nicknamed,0,0,0,0,0,0,0,1,1
bunny,0,0,0,0,1,0,0,0,1
protruded,0,0,0,0,0,0,0,4,4
orthodontist,0,0,0,0,9,0,0,0,9
dentist,0,0,0,0,12,0,0,0,12
specializes,0,0,0,0,0,0,0,1,1
realigning,0,0,0,0,0,0,0,1,1
jaws,0,0,0,0,10,0,0,0,10
co-operated,0,0,0,0,0,0,0,1,1
whole-heartedly,0,1,0,0,0,0,0,0,1
orthodontic,9,0,0,0,0,0,0,0,9
brodie,0,0,0,0,10,0,0,0,10
orthodontics,0,0,0,0,3,0,0,0,3
tooth-straightening,0,0,0,0,1,0,0,0,1
occlusion,0,0,0,0,2,0,0,0,2
dentist's,0,0,0,0,3,0,0,0,3
malocclusion,0,0,0,0,6,0,0,0,6
protruding,0,0,0,0,0,0,0,3,3
jawbone,0,0,0,0,1,0,0,0,1
malformations,0,0,0,0,1,0,0,0,1
protrusion,0,0,0,0,1,0,0,0,1
crooked,3,0,0,0,0,0,0,0,3
lowers,0,0,0,0,1,0,0,0,1
eyeteeth,0,0,0,0,1,0,0,0,1
protrude,0,0,0,0,0,0,0,1,1
fangs,0,0,0,0,2,0,0,0,2
hereditary,2,0,0,0,0,0,0,0,2
predisposition,0,0,0,0,4,0,0,0,4
deformity,0,0,0,0,3,0,0,0,3
thumb-,0,0,0,0,1,0,0,0,1
finger-sucking,0,0,0,0,1,0,0,0,1
tongue-thrusting,0,0,0,0,1,0,0,0,1
lip-sucking,0,0,0,0,1,0,0,0,1
sucking,0,0,0,0,0,0,0,8,8
suck,0,0,0,0,1,0,0,4,5
thumbs,0,0,0,0,3,0,0,0,3
youngster's,0,0,0,0,1,0,0,0,1
thumb-sucking,0,0,0,0,1,0,0,0,1
molar,0,0,0,0,1,0,0,0,1
narrowing,0,0,0,0,1,0,0,3,4
jumble,0,0,0,0,4,0,0,0,4
embarrassed,0,0,0,0,0,0,0,8,8
malformed,4,0,0,0,0,0,0,0,4
stewart's,0,0,0,0,1,0,0,0,1
bad-fitting,1,0,0,0,0,0,0,0,1
alignment,0,0,0,0,4,0,0,0,4
pyorrhea,0,0,0,0,1,0,0,0,1
jammed-together,1,0,0,0,0,0,0,0,1
trapping,0,0,0,0,0,0,0,2,2
prolong,0,0,0,0,0,0,0,1,1
interferes,0,0,0,0,0,0,0,2,2
lisping,0,0,0,0,0,0,0,1,1
peridontal,1,0,0,0,0,0,0,0,1
abnormal,3,0,0,0,0,0,0,0,3
orthodontist's,0,0,0,0,1,0,0,0,1
custom-make,0,0,0,0,0,0,0,1,1
susie,0,0,0,0,5,0,0,0,5
appliance,0,0,0,0,5,0,0,0,5
dissolve,0,0,0,0,1,0,0,5,6
ill-conceived,3,0,0,0,0,0,0,0,3
disrupt,0,0,0,0,0,0,0,5,5
soreness,0,0,0,0,1,0,0,0,1
well-cemented,1,0,0,0,0,0,0,0,1
retention,0,0,0,0,12,0,0,0,12
susie's,0,0,0,0,1,0,0,0,1
molars,0,0,0,0,1,0,0,0,1
aligning,0,0,0,0,0,0,0,1,1
full-banded,1,0,0,0,0,0,0,0,1
$750,0,0,0,0,3,0,0,0,3
"$1,200",0,0,0,0,2,0,0,0,2
$650,0,0,0,0,1,0,0,0,1
orthodontists,0,0,0,0,3,0,0,0,3
clinics,0,0,0,0,2,0,0,0,2
30-year,1,0,0,0,0,0,0,0,1
births,0,0,0,0,4,0,0,0,4
scoffed,0,0,0,0,0,0,0,3,3
modifies,0,0,0,0,0,0,0,2,2
culture's,0,0,0,0,1,0,0,0,1
vulcanized,0,0,0,0,0,0,0,1,1
utilized,0,0,0,0,0,0,0,10,10
alginates,0,0,0,0,1,0,0,0,1
gelatin-like,1,0,0,0,0,0,0,0,1
advises,0,0,0,0,0,0,0,2,2
checkup,0,0,0,0,2,0,0,0,2
prematurely,0,3,0,0,0,0,0,0,3
impacted,0,0,0,0,0,0,0,2,2
nicknames,0,0,0,0,1,0,0,0,1
prognoses,0,0,0,0,1,0,0,0,1
sitter,0,0,0,0,24,0,0,0,24
foregoing,0,0,0,0,4,0,0,7,11
mediums,0,0,0,0,4,0,0,0,4
sensitives,0,0,0,0,2,0,0,0,2
preferring,0,0,0,0,0,0,0,1,1
extra-sensory,3,0,0,0,0,0,0,0,3
esp,0,0,0,0,4,0,0,0,4
mourning,0,0,0,0,0,0,0,8,8
mediumship,0,0,0,0,1,0,0,0,1
parapsychology,0,0,0,0,3,0,0,0,3
dissociated,0,0,0,0,0,0,0,1,1
entranced,0,0,0,0,0,0,0,3,3
semi-conscious,1,0,0,0,0,0,0,0,1
beyond-normal,1,0,0,0,0,0,0,0,1
pre-conscious,1,0,0,0,0,0,0,0,1
proxy,0,0,0,0,7,0,0,0,7
karlis,0,0,0,0,1,0,0,0,1
osis,0,0,0,0,1,0,0,0,1
telepathically,0,1,0,0,0,0,0,0,1
medium's,0,0,0,0,2,0,0,0,2
sittings,0,0,0,0,2,0,0,0,2
experimenter,0,0,0,0,5,0,0,0,5
unconscious,26,0,0,0,4,0,0,0,30
questioner,0,0,0,0,2,0,0,0,2
clarifying,0,0,0,0,0,0,0,3,3
paranormal,1,0,0,0,0,0,0,0,1
communicator,0,0,0,0,3,0,0,0,3
typescript,0,0,0,0,1,0,0,0,1
sitter's,0,0,0,0,2,0,0,0,2
afield,0,1,0,0,0,0,0,0,1
elastic,7,0,0,0,0,0,0,0,7
individual's,0,0,0,0,11,0,0,0,11
j,0,0,0,0,6,0,0,0,6
objectiveness,0,0,0,0,1,0,0,0,1
typhoid,0,0,0,0,2,0,0,0,2
empirically,0,5,0,0,0,0,0,0,5
z,0,0,0,0,5,0,0,0,5
smallpox,0,0,0,0,2,0,0,0,2
foundation's,0,0,0,0,13,0,0,0,13
sitters,0,0,0,0,2,0,0,0,2
mediumistic,3,0,0,0,0,0,0,0,3
intuitive,7,0,0,0,0,0,0,0,7
communicator's,0,0,0,0,1,0,0,0,1
totted,0,0,0,0,0,0,0,1,1
tabulated,0,0,0,0,0,0,0,4,4
significants,0,0,0,0,1,0,0,0,1
chalked,0,0,0,0,0,0,0,1,1
intrinsic,5,0,0,0,0,0,0,0,5
meaningfulness,0,0,0,0,2,0,0,0,2
slant,0,0,0,0,2,0,0,1,3
aches,0,0,0,0,0,0,0,1,1
eidetic,1,0,0,0,0,0,0,0,1
clairvoyant,1,0,0,0,0,0,0,0,1
irons,0,0,0,0,7,0,0,0,7
clairaudiently,0,1,0,0,0,0,0,0,1
apprehended,0,0,0,0,0,0,0,2,2
visually,0,4,0,0,0,0,0,0,4
signify,0,0,0,0,0,0,0,2,2
shietz,0,0,0,0,1,0,0,0,1
confining,0,0,0,0,0,0,0,3,3
routinely,0,1,0,0,0,0,0,0,1
chickens,0,0,0,0,13,0,0,0,13
locality,0,0,0,0,5,0,0,0,5
labor-saving,1,0,0,0,0,0,0,0,1
profitably,0,4,0,0,0,0,0,0,4
drought,0,0,0,0,5,0,0,0,5
owner's,0,0,0,0,2,0,0,0,2
invested,0,0,0,0,0,0,0,11,11
uneconomical,3,0,0,0,0,0,0,0,3
threshing,0,0,0,0,0,0,0,1,1
off-farm,1,0,0,0,0,0,0,0,1
rented,0,0,0,0,0,0,0,7,7
pig,0,0,0,0,8,0,0,0,8
white-collar,0,0,0,0,1,0,0,0,1
deciding,0,0,0,0,0,0,0,12,12
family's,0,0,0,0,6,0,0,0,6
plantings,0,0,0,0,1,0,0,0,1
disking,0,0,0,0,0,0,0,1,1
cultivating,0,0,0,0,0,0,0,2,2
small-scale,0,0,0,0,1,0,0,0,1
secondhand,0,0,0,0,1,0,0,0,1
binder,0,0,0,0,1,0,0,0,1
nearness,0,0,0,0,3,0,0,0,3
mains,0,0,0,0,1,0,0,0,1
subtract,0,0,0,0,0,0,0,2,2
dirge,0,0,0,0,2,0,0,0,2
graybeards,0,0,0,0,1,0,0,0,1
adolescents,0,0,0,0,7,0,0,0,7
starved,0,0,0,0,0,0,0,3,3
strangled,0,0,0,0,0,0,0,6,6
machine-gunned,0,0,0,0,0,0,0,1,1
gassed,0,0,0,0,0,0,0,2,2
auschwitz,0,0,0,0,1,0,0,0,1
gruesome,2,0,0,0,0,0,0,0,2
ss,0,0,0,0,4,0,0,0,4
lunatic-fringe,0,0,0,0,1,0,0,0,1
dulled,0,0,0,0,0,0,0,3,3
corpses,0,0,0,0,5,0,0,0,5
legally,0,5,0,0,0,0,0,0,5
admissible,9,0,0,0,0,0,0,0,9
delicti,0,0,0,0,1,0,0,0,1
defendant's,0,0,0,0,1,0,0,0,1
shrewdly,0,2,0,0,0,0,0,0,2
recollections,0,0,0,0,3,0,0,0,3
catharsis,0,0,0,0,5,0,0,0,5
awfulness,0,0,0,0,2,0,0,0,2
exhausting,0,0,0,0,0,0,0,3,3
emotionalism,0,0,0,0,2,0,0,0,2
servatius,0,0,0,0,1,0,0,0,1
rebuked,0,0,0,0,0,0,0,1,1
anti-communism,0,0,0,0,1,0,0,0,1
repentant,1,0,0,0,0,0,0,0,1
ex-communist,0,0,0,0,1,0,0,0,1
eichmann,0,0,0,0,14,0,0,0,14
recollection,0,0,0,0,5,0,0,0,5
refining,0,0,0,0,0,0,0,2,2
gurion,0,0,0,0,2,0,0,0,2
anti-semitism,0,0,0,0,23,0,0,0,23
anti-semite,0,0,0,0,2,0,0,0,2
scuttled,0,0,0,0,0,0,0,2,2
fiend,0,0,0,0,3,0,0,0,3
prosecution's,0,0,0,0,1,0,0,0,1
stubbornly,0,3,0,0,0,0,0,0,3
anti-semitic,4,0,0,0,0,0,0,0,4
overcoming,0,0,0,0,0,0,0,6,6
jew-baiter,0,0,0,0,2,0,0,0,2
shout,0,0,0,0,3,0,0,5,8
falsifying,0,0,0,0,0,0,0,1,1
anti-semites,0,0,0,0,3,0,0,0,3
jew-as-enemy,0,0,0,0,1,0,0,0,1
virulent,1,0,0,0,0,0,0,0,1
murderer,0,0,0,0,19,0,0,0,19
disobeying,0,0,0,0,0,0,0,1,1
giddiness,0,0,0,0,1,0,0,0,1
half-acceptance,0,0,0,0,1,0,0,0,1
light-mindedness,0,0,0,0,1,0,0,0,1
rightness,0,0,0,0,2,0,0,0,2
outrageous,2,0,0,0,0,0,0,0,2
eichmann's,0,0,0,0,6,0,0,0,6
exemplified,0,0,0,0,0,0,0,3,3
betrayal,0,0,0,0,6,0,0,0,6
non-police,0,0,0,0,1,0,0,0,1
non-party,0,0,0,0,2,0,0,0,2
czechoslovakia,0,0,0,0,5,0,0,0,5
hungary,0,0,0,0,4,0,0,0,4
infamous,4,0,0,0,0,0,0,0,4
wansee,0,0,0,0,1,0,0,0,1
heydrich,0,0,0,0,3,0,0,0,3
phraseology,0,0,0,0,3,0,0,0,3
goering,0,0,0,0,1,0,0,0,1
complement,0,0,0,0,19,0,0,2,21
strangulation,0,0,0,0,1,0,0,0,1
emigration,0,0,0,0,1,0,0,0,1
promulgators,0,0,0,0,1,0,0,0,1
exterminating,0,0,0,0,0,0,0,1,1
accomplices,0,0,0,0,1,0,0,0,1
concentration-camp,0,0,0,0,1,0,0,0,1
dislike,0,0,0,0,7,0,0,7,14
madness,0,0,0,0,2,0,0,0,2
edifying,0,0,0,0,0,0,0,1,1
skull-bashings,0,0,0,0,1,0,0,0,1
gassings,0,0,0,0,1,0,0,0,1
enemy-jew,0,0,0,0,2,0,0,0,2
patriots,0,0,0,0,1,0,0,0,1
terrorizing,0,0,0,0,0,0,0,1,1
arousing,0,0,0,0,0,0,0,3,3
meanest,1,0,0,0,0,0,0,0,1
dishonest,3,0,0,0,0,0,0,0,3
pulverizing,0,0,0,0,0,0,0,1,1
abyss,0,0,0,0,4,0,0,0,4
unspeakable,5,0,0,0,0,0,0,0,5
demoralization,0,0,0,0,1,0,0,0,1
neighborliness,0,0,0,0,1,0,0,0,1
opportunism,0,0,0,0,1,0,0,0,1
megalomania,0,0,0,0,1,0,0,0,1
convict,0,0,0,0,5,0,0,1,6
fates,0,0,0,0,3,0,0,0,3
jew-haters,0,0,0,0,1,0,0,0,1
bulgaria,0,0,0,0,1,0,0,0,1
awakened,0,0,0,0,0,0,0,4,4
poisoned,0,0,0,0,0,0,0,4,4
compatriots,0,0,0,0,1,0,0,0,1
highlighting,0,0,0,0,0,0,0,2,2
epic,4,0,0,0,14,0,0,0,18
unavailable,7,0,0,0,0,0,0,0,7
memoirs,0,0,0,0,4,0,0,0,4
survivors',0,0,0,0,1,0,0,0,1
resign,0,0,0,0,0,0,0,2,2
reinstated,0,0,0,0,0,0,0,1,1
contraceptive,1,0,0,0,0,0,0,0,1
birth-control,0,0,0,0,4,0,0,0,4
orthopedic,3,0,0,0,0,0,0,0,3
surgeon,0,0,0,0,11,0,0,0,11
embroiled,0,0,0,0,0,0,0,1,1
dramatize,0,0,0,0,0,0,0,3,3
rancor,0,0,0,0,3,0,0,0,3
birth-prevention,0,0,0,0,2,0,0,0,2
family-welfare,0,0,0,0,1,0,0,0,1
erupting,0,0,0,0,0,0,0,1,1
rumbles,0,0,0,0,0,0,0,1,1
smolders,0,0,0,0,0,0,0,1,1
sullen,9,0,0,0,0,0,0,0,9
faiths,0,0,0,0,3,0,0,0,3
nettlesome,1,0,0,0,0,0,0,0,1
polemical,1,0,0,0,0,0,0,0,1
recrimination,0,0,0,0,1,0,0,0,1
sloganeering,0,0,0,0,0,0,0,1,1
dispassionate,1,0,0,0,0,0,0,0,1
o'gara,0,0,0,0,1,0,0,0,1
commonweal,0,0,0,0,3,0,0,0,3
roughshod,1,0,0,0,0,0,0,0,1
sensibilities,0,0,0,0,6,0,0,0,6
jibes,0,0,0,0,1,0,0,0,1
blurred,0,0,0,0,0,0,0,6,6
catholics',0,0,0,0,1,0,0,0,1
beget,0,0,0,0,0,0,0,1,1
eugenic,1,0,0,0,0,0,0,0,1
sanctions,0,0,0,0,7,0,0,2,9
infertile,1,0,0,0,0,0,0,0,1
contraceptives,0,0,0,0,4,0,0,0,4
scriptural,2,0,0,0,0,0,0,0,2
natural-law,0,0,0,0,1,0,0,0,1
regards,0,0,0,0,2,0,0,5,7
procreation,0,0,0,0,5,0,0,0,5
fostering,0,0,0,0,1,0,0,1,2
spouses,0,0,0,0,4,0,0,0,4
subjective,18,0,0,0,0,0,0,0,18
propositions,0,0,0,0,2,0,0,0,2
ascertain,0,0,0,0,0,0,0,7,7
propagation,0,0,0,0,8,0,0,0,8
supplant,0,0,0,0,0,0,0,3,3
frustrate,0,0,0,0,0,0,0,4,4
clenched,0,0,0,0,0,0,0,5,5
creedal,1,0,0,0,0,0,0,0,1
sinful,3,0,0,0,0,0,0,0,3
ushered,0,0,0,0,0,0,0,2,2
bootleggers,0,0,0,0,2,0,0,0,2
racketeers,0,0,0,0,3,0,0,0,3
unparalleled,2,0,0,0,0,0,0,0,2
inglorious,1,0,0,0,0,0,0,0,1
tumultuous,1,0,0,0,0,0,0,0,1
contraception,0,0,0,0,4,0,0,0,4
unnatural,8,0,0,0,0,0,0,0,8
lambeth,0,0,0,0,3,0,0,0,3
condemnation,0,0,0,0,7,0,0,0,7
emphatic,2,0,0,0,0,0,0,0,2
steadfastly,0,1,0,0,0,0,0,0,1
self-control,0,0,0,0,3,0,0,0,3
affirmed,0,0,0,0,0,0,0,6,6
continence,0,0,0,0,1,0,0,0,1
social-welfare,0,0,0,0,1,0,0,0,1
ill-starred,4,0,0,0,0,0,0,0,4
1610,3,0,0,0,0,0,0,0,3
three-masted,1,0,0,0,0,0,0,0,1
katherine's,0,0,0,0,1,0,0,0,1
thames,0,0,0,0,3,0,0,0,3
voyage,0,0,0,0,17,0,0,0,17
arctic,2,0,0,0,2,0,0,0,4
limping,0,0,0,0,0,0,0,2,2
galway,0,0,0,0,2,0,0,0,2
mate,0,0,0,0,17,0,0,4,21
